row.names,subject,question,correct_response,response,score,trial_index
5228,90,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,"5 Put arrow on the 4, move one space clockwise to get 5. ",1,53
5229,90,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,"3 Put arrow on 8, move 4 spaces clockwise around figure.",1,54
5286,91,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,becuase if I start at 4 and move it once it comes to 5 ,1,53
5287,91, What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,if i start at 8 and move it the 4 places it ends at 3 ,1,54
5354,92,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,5,1,73
5355,92,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,4,0,74
5412,93,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,"5, Added 4 to 1 and since it was less than 9 I didn't subtract anything from it. ",1,53
5413,93,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,"3, Added 8 to 4 and then subtracted 9",1,54
5470,94,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,5,1,53
5471,94,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,"3, 8 plus 4 is 12, which is over 9, so I subtract 9",1,54
5528,95,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,added 4+1 = 5. since 5 isnt greater than 9. Thats my answer,1,53
5529,95,What is 8 <img src=./images/n onagon_s ymbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,3. Started at 8 and went clockwise 4 spaces,1,54
5586,96,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,"5, I got my answer by adding 4 + 1 and getting 5, and I don't have to subtract 9 from it because my result is not larger than 8.",1,53
5587,96,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,3,1,54
5644,97,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,"5, I counted 4 space clockwise and then 1 space clockwise = 5",1,53
5645,97,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,"3, 8 spaces cloc kwise an d then 4 space clockwise = 3",1,54
5702,98,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,5. I added 4+1=5 and it is less then 9.,1,53
5703,98,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,"3, I added 8+4=12 and 12-9=3",1,54
5760,99,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,5,1,53
5761,99,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,"3. Added 8 plus 4. Got 12. 12 is greater th an 9, so  subtracted 9. 12 minus 3 is 9. (I hit enter too soon on the last question and forwarded before I explained the answer, but I used the math method as well and added the two numbers together).",1,54
5818,100,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,"5, because 4 plus 1 is 5, and 5 is less than 9",1,53
5819,100,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,"3, because 8 plus 4 is 12, which is over 9, so we subtract 9 from 12, leaving 3",1,54
5876,101,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,5. Because 1 step clockwise from 5 equals 5.,1,53
5877,101,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,3. Because 4 steps clockwise from is is 3. ,1,54
5934,102,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,"Four plus one is 5. Since it's less than 9, the answer is 5.",1,53
5935,102,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,Eight plus four is twelve. Subtract nine and I get three.,1,54
5992,103,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,5,1,53
5993,103,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,"3 - as starting from position 8, and counting 4 clockwise, it goes 0,1,2,3 (Sorry about missing the explanation on the previous round of 4 and 1, which was counting 1 clockwise, resulting in 5. I mistakenly pressed enter, thinking it would go to a new line, but instead it went forward to a new trial.)",1,54
6050,104,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,5,1,53
6051,104,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,"12, 8+4=12-9=3",0,54
6108,105,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,one past four is five,1,53
6109,105,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,four and eight is twelve and if nine is zero than twelve is three,1,54
6166,106, What is  4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,"5. Because 1+4=5, and 5 is less than 9, it stays that number.",1,53
6167,106,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,"3. Because 8+4=12, and 12 > 9, we subtract 9 from 12 and get 3.",1,54
6224,107,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,5. I moved it clockwise 1 tick.,1,53
6225,107,What is 8 <img src=./images/nonagon_symbol.png style=w idth:14p x;height:14px> 4? Please explain in words how you got your answer.,,3. I moved it clockwise 4 ticks.,1,54
6282,108,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,5 because 4 clicks from 0 is 4 and one click from 4 is 5,1,53
6283,108,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,3,1,54
6340,109,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,The answer is 5 because I started at for an moved around the nonagon clockwise 1 time to arrive at 5.,1,53
6341,109,What is 8 <img src=./images/nonagon_sym bol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,The answer is 3 because I started at 8 and moved clockwise around the nonagon to reach 3.,1,54
6398,110,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,It is five because four plus one is less than nine.,1,53
6399,110,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,The answer is three because eight plus four equals twel ve and t hen you subtract nine to get three.,1,54
6456,111,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got you r answer .,,I added 1 to 4.,1,53
6457,111,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,I used the chart and moved the arrow clockwise 4  times f rom 8 and got 3.,1,54
6514,112,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,5. Start at one on the shape then move it 4 till you reach the number 5,1,53
6515,112,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,3. Start at 8 on the shape and move the marker 4 which lands it on 3,1,54
6572,113,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,"5 - i added 4+1 and got a result lower than nine, so no need to subtract. I could also have placed the nonagon pointer at four (first number) and moved it one place (2nd number) clockwise.",1,53
6573,113,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,"3.  I did the equation - 8+4-9.  Since the sum of eight and four is greater than nine, i subtracted nine. ",1,54
6630,114,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,5 because 5 is a number less than 9 so it does not need to be subtracted from 9,1,53
6631,114,What is 8 <img src=./images/nonagon_s ymbol.pn g style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,3 because 8 + 4 is 12 so therefore you need to subtract 9,1,54
6688,115,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,5 move one over,1,53
6689,115,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,3. move 4 from 8,1,54
6746,116,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,generator,0,53
6747,116,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,3 I counted 8 points from 4,1,54
6804,117,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,5,1,53
6805,117,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,3,1,54
6862,118,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,4,0,53
6863,118,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,"12 , 4 is the inverse of 4 so 8 + 4 = 12",0,54
6930,119,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,5. 4 + 1 is 5 which is smaller than 9 so that 5 is the answer.,1,73
6931,119,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,3. 8+4 is 12 which is larger than nine so you subtract 9 and have 3 left,1,74
6988,120,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,5.  I added 4 and 1 and it was smaller than 9 so you keep the lower of the two between 9 and 5.,1,53
6989,120,What is 8 +<sub>9</sub> 4? Please explain in words h ow you g ot your answer.,,3.  I added 8 and 4 then subtracted 9 since the number was higher than 9.  12-9 = 3,1,54
7046,121,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,"4 / 1 would be 5, because it takes 1 step to get to 5, and also because 4 + 1 is 5 using the arithmetic method, so the answer is consistent. (Sorry if I am not explaining myself well ... I'm atrocious at math, never got past pre-alg in school. But I really am trying my best, and I enjoy HITs that challenge me!)",1,53
7047,121,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,"8 / 4 is 3, because 3 is 4 steps away from 8 using the nonagon method, and because 8 + 4 = 12, and 12 - 9 + 3.",1,54
7104,122,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,5 and I got that by moving the arrow 9 spaces and then moving it to 4. Then I went 1 space away from 4 which is 5.,1,53
7105,122,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,3,1,54
7162,123,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,5. Four plus one equals five which is lower than nine so no subtraction is necessary. ,1,53
7163,123,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,3. 8 plus 4 = 12 - 9 = 3,1,54
7220,124,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,i used my pointer to count one space clockwise finding the answer to be five.,1,53
7221,124,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in  words h ow you got your answer.,,i moved the pointer around the nine dial counting out four spaces clockwise to find the answer is three.,1,54
7278,125,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,"5.  4 plus 1 is 5, and 5 is less than 9 so it's left alone.",1,53
7279,125,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,"3.  8 plus 4 is 12, and 12-9 equals 3.",1,54
7336,126,What is 4  <img sr c=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,"5 - four plus one is five, and as five is less than nine, nine does not need to be subtracted to get the final answer.",1,53
7337,126,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14 px> 4?  Please explain in words how you got your answer.,,"3 - eight plus four is twelve, which is more than nine. Subtracting nine results in an answer of three.",1,54
7394,127,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,5,1,53
7395,127,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,8+4 = 12. 12-9=3 so the answer is 3,1,54
7452,128,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,"5 -- 4+1 is 5, its less than 9 so its the answer",1,53
7453,128,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,3 - 8+4 is 12 -- its greater than 9 so we subtract 9 to get 3,1,54
7520,129,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,4 (9) 1 takes you 5 steps around the diagram,1,73
7521,129,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,12 - because it takes you 12 steps around the diagram,0,74
7578,130,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,5 Because they total less than 9,1,53
7579,130,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,3 because you add them together to get 12 and then subtract 9,1,54
7636,131,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,"5, because 4+1 is less than 9.",1,53
7637,131,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,"3, because 8+4 = 12 but 12 is larger than 9 so it becomes 12-9=3.",1,54
7694,132,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,"5.  4 + 1 = 5. Since 5 is below nine, that is the answer.",1,53
7695,132,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;heigh t:14px > 4? Please explain in words how you got your answer.,,3,1,54
7752,133,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,5. You add 4+1 which equals 5. Because is less than 9 it is your answer.,1,53
7753,133,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,"3. You add 8+4, which equal 12. 12 is greater than 9, so you take 12-9, which equals 3",1,54
7810,134,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,"I added 4 and 1 to get 5.  Because 5 is smaller than 9, I won't be subtracting the number from 9.",1,53
7811,134,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,"3   I added 8 and 4 to get 12.  Because 12 is larger than 9, I subtract 9 and that leaves with me 3.",1,54
7868,135,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,5. I added 4 and 1 and since the answer was below 9 I stopped there.,1,53
7869,135,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,3. I added 8 and 4 then since the answer was above 8 I subtracted 9.,1,54
7926,136,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,4+1=5,1,53
7927,136,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,"8+4=12, 12 is greater than 9, so I perform 12-9 to get the answer of 3",1,54
7984,137,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,"5. I started at 4, and moved one ahead, exactly like I did under the hexagonal method.",1,53
7985,137,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,"3. I started at 8, and moved four ahead clockwise.",1,54
8042,138,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,5,1,53
8043,138,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,3,1,54
8100,139,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,5,1,53
8101,139,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,3,1,54
8158,140,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,5. by counting 1 space on the nonagon ,1,53
8159,140,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,3. By counting 4 spaces clockwise around the nonagon from 8. ,1,54
8216,141,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,5. The numbers added came out to less than 9 so I didn't have to subtract.,1,53
8217,141,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,3. The numbers added up to 12 so I subtracted 9 from 12.,1,54
8274,142,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,"Moving clockwise around the shape from 4, by 1 interval, gives me 5.",1,53
8275,142,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,"Moving clockwise around the shape starting at 8, for 4 intervals, gives me 3.",1,54
8332,143,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,5. One step cloc kwise fr om 4 is 5.,1,53
8333,143,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,3. 4 steps clockwise from 8 is 3.,1,54
8390,144,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,"5, I placed the arrow on 4 and moved the arrow clockwise by 1 to land on 5.",1,53
8391,144,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,"4, I placed the arrow on 8 and moved the arrow, clockwise, 4 numbered spaces to land on 4.",0,54
8448,145,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,5,1,53
8449,145,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,"3. 8 + 4 = 12. Since it is more than 9, I subtract 9 .  12-9 = 3",1,54
8506,146,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,5 - 4 plus 1 equals five therefor it's under 9 so the number stays the same as when it was added.,1,53
8507,146,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,3 8 plus 4 equals 12 do it is higher than 9 and we must subtract 9 from 12 to get the correct answer,1,54
8564,147,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,"four plus one is five, which is less than 9 so the answer is 5",1,53
8565,147,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,eight plus four is 12 which is greater than 9. subtract 9 from 12 and the answer is three.,1,54
8622,148,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,5,1,53
8623,148,What is 8 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,3,1,54
8680,149,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,Its 5 since you dont subtract 9 from the original answer,1,53
8681,149,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,Its 3 since you subtract 9 from 12,1,54
8738,150,What is 4 +<sub>9</sub> 1? Please explain in words how you got your answer.,,Four plus 1 is five which is less than +9 so the answer stays the same of five,1,53
8739,150,What is 8 +<sub>9</sub> 4? Please explain in words how you got your answer.,,Eight plus four is 12 which is greater than +9 so you subtract nine from twelve and arrive at your answer of three,1,54
8806,151,What is 4 <img src=./images/nonagon_symbol.png style=width:14px;height:14px> 1? Please explain in words how you got your answer.,,"5, four plus one is five or if you start at four and move clockwise one, you land on 5",1,73
8807,151,What is 8 <i mg src=./images/nonagon_symbol.png style=width:14px;height:14px> 4? Please explain in words how you got your answer.,,"3, 8 plus 4 equals 12, 12 minus 9 equals 3",1,74
