row.names,subject,question,correct_response,response,score,trial_index
2500,43,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,I am not sure how to get the generator results ,0,58
2501,43,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" sty le=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,again I do not remember the procedure to get this answer ,0,59
2502,43," Is 5 a g enerator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,I am not clear on the procedure for this answer I was abit overwhelmed when trying to learn this.,0,60
2503,43,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,I am not sure how to work out the answer to this set ,0,61
2557,44,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,Yes.  Starting at any number on the image and counting 2 clockwise brings you to a different number.  All numbers in the imag e can be  achieved with 2 as a generator.,1,58
2558,44,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"Yes.  Using the graph at the right, all numbers can be achieved by counting clockwise on the graph.",0,59
2559,44,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"Yes, if I understand correctly, starting at any number and counting 5 clockwise on the image will bring you to a different number, and all numbers on the graph can be achieved.",1,60
2560,44,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,I think so.  I think that all numbers on the image can be achieved by counting 6 clockwise. ,0,61
2614,45,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,yes - I can generate all of the numbers using the 2.,1,58
2615,45,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,no - I cannot generate all of the numbers using a 3.,1,59
2616,45,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"yes, I moved the arrow to the five and counted five spaces and arrived at one, and then I moved five more spaces continued until I had reached all of the numbers by just moving five spaces.",1,60
2617,45,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style= \""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no - I moved the arrow to the six and counted six spaces and arrived at three, I counted six spaces and then arrived at the zero. I counted six spaces and arrive at the six and then I counted six spaces and arrived at the three again.",1,61
2673,46,"Is 2 a generator under <img src =\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,no- 2 can only generate even numbers and 0,0,60
2674,46,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"yes- I manually checked and it brought me, eventually, to all of the numbers in the nonagon.",0,61
2675,46,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"yes- I manually checked and it brought me, eventually, to all of the numbers in the nonagon.",1,62
2676,46,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no- six only generates a few numbers, even ones (manually checked)",1,63
2730,47,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"yes, you can get every number from using multiples of 2 going around in a clockwise direction",1,58
2731,47,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no, you won't get 4,5,7,8,1 or 2 using 3",1,59
2732,47,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"yes, you will get all of the number back after using 5 multiple times",1,60
2733,47,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no, you will not get all of the numbers, you will only get 0,3, and 6, but none of the other numbers",1,61
2789,48,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,yes. Adding 2 each time eventually gets aroudn to each number,1,60
2790,48,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,no.  Only 3 numbers are ggenerated by 3,1,61
2791,48,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"Yes. Adding 5 each time goes, 0,5,1,6,2,7,3,8",1,62
2792,48,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" st yle=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No, only 3 numbers are generated using 6",1,63
2846,49,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,i forget what a generator is,0,58
2847,49,Is 3 a generator unde r +<sub> 9</sub>? Please explain in words how you got your answer.,,i forget what a generator is,0,59
2848,49,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,i forget what a generator is ,0,60
2849,49,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,i forget what a generator is,0,61
2913,50,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"Yes, it is across from 7",1,78
2914,50," Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,yes it is across from 8,0,79
2915,50,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,No. it doesn't have a number across from it,0,80
2916,50,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No, no number across from it",1,81
2972,51,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"Yes. Because 2 can make any number under (9), which I found by counting clockwise.",1,60
2973,51,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No. Because 3 can only make 3,6 and 0 under (9).",1,61
2974,51,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,Yes. Because 5 can make all of the numbers under (9). I found this by counting clockwise.,1,62
2975,51,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your a nswer.",,"No, because 6 can only make 0, 3 and 6. I found this by counting clockwise.",1,63
3029,52,"Is 2 a generator under <img s rc=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,I do not know. You're directions were totally confusing. I don't think I should have to return this after spending so much time on it--and a lot of effort. It makes NO sense to me!,0,58
3030,52,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got you r answer .",,No clue.,0,59
3031,52,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"I haven't the foggiest. Will I be rejected for not understanding the confusing direction? I am an artist, not a math wiz!",0,60
3032,52,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,No idea.,0,61
3088,53,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,No. 2 can not be a generator.,0,60
3089,53,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,No. 3 can not be a generator.,1,61
3090,53,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,No.5 can not be a generator.,0,62
3091,53,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,No. 6 can not be a generator.,1,63
3147,54,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,No it is not because O cam,0,60
3148,54,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,No it is not because I can not make all of the numbers with just 3. For example I can't make 5  with 3. ,1,61
3149,54,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,5 is not a generator. I can make the numbers with it. For example. 5 5 = 1,0,62
3150,54,"Is 6  a gener ator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No, it is a generator. I can't make some numbers with 6. I come up with even numbers and not odd numbers.",1,63
3206,55,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"I believe it is because with the number of positions on the dial being an odd number, counti ng 2 ste ps at a time will eventually generate all numbers.",1,60
3207,55,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,No because 3 is divisible into 9 and will skip over those number that are not.,1,61
3208,55,"Is 5  a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"I believe so. It seems that certain odd numbers will be a generators on a odd-numbered dial, other than those divisible into 9.",1,62
3209,55,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No, 6 will only arrive at multiples of 3.",1,63
3263,56,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,No. Because you cant add 2 continuously to get 9. ,0,58
3264,56,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,Yes. Because 3+3+3=9,0,59
3265,56,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,No. Because you can't add 5 continuously to get 9. ,0,60
3266,56,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,No. Because you can't add 6 continuously to get 9. ,1,61
3322,57,Is 2 a generator under +<sub>9</sub>? P lease ex plain in words how you got your answer.,,I'm not for sure the answer to this.,0,60
3323,57,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,I'm not for sure the answer to this.,0,61
3324,57,Is 5 a generator under +<sub>9</sub>? Please explain  in words  how you got your answer.,,I'm not for sure the answer to this.,0,62
3325,57,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,I'm not for sure the answer to this.,0,63
3379,58,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No, because it cannot get to every other number.",0,58
3380,58,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No, because it cannot get to every other number.",1,59
3381,58,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No, for the same reason as the others.",0,60
3382,58,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"Yes, If I am correct you can get to the other numbers using 6",0,61
3436,59,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,I am not sure,0,58
3437,59,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,I am honestly not sure,0,59
3438,59,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,I am forgetting how to get to the generator,0,60
3439,59,Is 6 a generator under +<sub>9</sub>? Please explain in words how  you got  your answer.,,no,0,61
3493,60,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,Yes because 2 can be used to get to every number.,1,58
3494,60,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No because 3 cannot get to every number, only 3, 6, and 0.",1,59
3495,60,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,Yes because it can be used to create every number.,1,60
3496,60,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No. I went around the shape and it can only equal 6, 3, and 0.",1,61
3552,61,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"yes, because if you continue to go around the hexagon 2 at a time, you will eventually end up hitting every number",1,60
3553,61,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no, because if you go around the, starting at 3, and go 3 spaces at a time, you end up back at three without being able to hit every number.",1,61
3554,61,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"yes, because starting at 5,you can go 5 at a time around the hexagon and touch every number.",1,62
3555,61,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no, because you will not be able to hit every number by starting at 6 and going 6 spots at a time.",1,63
3609,62,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No, because every number from 0 to 8 cannot be created with just 2s.",0,58
3610,62,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No, because every number from 1 to 8 cannot be reproduced with just 3s.",1,59
3611,62,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No, because every number between 0 and 8 cannot be reproduced with just 5s.",0,60
3612,62,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No, because every number between 0 and 8 cannot be reproduced with just 6s.",1,61
3666,63,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,Yes.  You can use 2+2 and so on to generate any number under +9.  For example 2+2+2+2 would equal 1.,1,58
3667,63,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,No.  You can not you 3+3 and so on to generate any number.3+3 =6 but 3+3+3=0.  There is no way to get a number like 1 using 3 as a generator.,1,59
3668,63,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,No.  There is no way to get a number like 2 from using 5 as a generator.  5+5+5 would equal 3.  5+5 would equal 1.  ,0,60
3669,63,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,No.  There is no way to get a number like 1 fro m using  6 as a generator. 6+6 = 3 and 6+6+6 = 9.,1,61
3725,64,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,no. You can't get all the numbers from it,0,60
3726,64,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,yes? I think you can get all the numbers from 3,0,61
3727,64,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"no, I don't think you can get all the numbers from 5",0,62
3728,64,Is 6 a  generator under +<sub>9</sub>? Please explain in words how you got your answer.,,yes. You should be able to generate all the numbers using 6,0,63
3782,65,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No, because it's an even number and cannot generate all the numbers in the function",0,58
3783,65,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No, because it cannot form all the numbers in the function",1,59
3784,65,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\""  style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"Yes, it can form every number in the function",1,60
3785,65,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No, it cannot form every number in the function",1,61
3841,66,"Is 2 a generator under  <img src =\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,yes. it is possible to reach every number by moving around by 2 positions,1,60
3842,66,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no, it is only possible to reach 3, 6, and 0 with 3 as a generator",1,61
3843,66,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"yes, it is possible to reach every number when moving around every 5 positions",1,62
3844,66,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no, it is only possible to reach 3, 6, and 0",1,63
3898,67,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"Yes. 2 by itself can get to every number. It covers all single digit even numbers, and covers all odd numbers by the subtraction of 9 in the +9 system when the raw addition goes to 10, 12, etc.",1,58
3899,67,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No. 3 cannot cover many numbers in +9 by itself. 1, 2, 4, 5, 7, 8 are all impossible to generate with 3 by itself.",1,59
3900,67,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No. 5 leaves too many numbers uncovered if used by itself. The only numbers 5 covers in +9 are 1, 5, and 6.",0,60
3901,67,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,No. It leaves too many uncovered numbers in +9. only 3 and 6 can be generated.,1,61
3957,68,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in  words ho w you got your answer.",,"Yes because there's an odd number of points, so you can get to every number by going around in 2s.",1,60
3958,68,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No 3, only goes to 3,6, and 0.",1,61
3959,68,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No, you can't get to every number by going around the circle in 5s.",0,62
3960,68,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No, going around in 6s will only go to 6, 3, and 0.",1,63
4016,69,Is 2 a generator under +<sub>9</sub>? Please explain in words how y ou got y our answer.,,Yes.  Every other number can be made with 2 since 2 is even and 9 is odd.,1,60
4017,69,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,No.  You cannot produce all #'s with 2 odds.,1,61
4018,69,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"Yes.  You will get 5, 1, 6, 2, 7, 3, 8, 4, and 0 as you add 5's.",1,62
4019,69,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No. You will get 6, 3, 0, 6, 3, 0, etc.",1,63
4073,70,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"yes because 0 - 2
1 = 2,2,2,2,2
2 = 2
3 = 2,2,2,2
4 = 2,2,2,2,2,2 ,2,2
5  = 2,2,2
6 = 2,2,2,2,2,2,2
7 = 2,2
8 = 2,2,2,2,2,2",1,58
4074,70,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No because 3 = 3
6 = 3,3
0 = 3",1,59
4075,70,"Is 5 a generator under <img src =\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"Yes because -
0 = 5
1 = 5,5,5,5,5,5,5,5
2 = 5,5,5,5,5,5
3 = 5,5,5,5
4 = 5,5
5 = 5
6 = 5,5,5,5,5,5,5
7 = 5,5,5,5,5
8 = 5,5,5",1,60
4076,70,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No because - 
0 = 6
3 = 6,6
6 = 6
but nothing else does",1,61
4132,71,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,no because it cant be used to equal ine withitsef,0,60
4133,71,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,yes because yu can use that number with itself to get to 9,0,61
4134,71,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,no because you cant use it with itself to get to 9,0,62
4135,71,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,yes because you can use it to get to 9 ,0,63
4189,72,"Is 2 a  generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"I have no idea, I really didn't understand this part.",0,58
4190,72,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"I have no idea, I really didn't understand this part.",0,59
4191,72,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"I have no idea, I really didn't understand this part.",0,60
4192,72,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"I have no idea, I really didn't understand this part.",0,61
4248,73,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"Yes, because 2 can be used to make every other number",1,60
4249,73,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No, because 3 only goes to 3 a nd 6 and  0, but none of the other numbers",1,61
4250,73,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"Yes, because 5 can be used to reach every other number",1,62
4251,73,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No, because 6 only goes to 0 and 3 and 6",1,63
4305,74,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,yes because you can +9 multiple twos to get any number,1,58
4306,74,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,no because you cannot get some of the numbers such as 1 and 2 using just 3s.,1,59
4307,74,Is 5 a  generato r under +<sub>9</sub>? Please explain in words how you got your answer.,,no because you cannot get some numbers such as 2 or 3 using just 5s.,0,60
4308,74,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,no because you cannot get some numbers such as 1 or 2 using just 6s.,1,61
4364,75,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No, I just don't think it is.",0,60
4365,75,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"I do not think so, from what I worked out.",1,61
4366,75,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"Yes, I think 5 is because.",1,62
4367,75,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,I am not sure.,0,63
4423,76,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in wor ds how y ou got your answer.",,"Yes, 9 is an odd number, so 2 can go into everything. 1=2+2+2+2 2=2+0 3=2+2+2+2+2",1,60
4424,76,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No. The arrow lands on 3, 6, and 0 and no other numbers.",1,61
4425,76,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,Yes. The arrow continues to go up 1 number every full rotation of the arrow.,1,62
4426,76,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"No. The arrow only lands on 0, 3 and 6..",1,63
4490,77,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no,  it does not satisfy the requirements by returning all the other numbers defining the points.",0,78
4491,77,"Is 3 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"yes, I think it will return all of the other numbers on the points",0,79
4492,77,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no, it does not satisfy the requirements by returning all the other numbers assigned to the points on the shape.",0,80
4493,77,"Is 6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,"no, it does not return all the numbers assigned to the points on the shape",1,81
4557,78,"Is 2 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,no not enough steps,0,78
4558,78,"Is 3  a genera tor under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,7 steps to zero,0,79
4559,78,"Is 5 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,yes it has enough to make to zero,1,80
4560,78,"Is  6 a generator under <img src=\""./images/nonagon_symbol.png\"" style=\""width:14px;height:14px\"">? Please explain in words how you got your answer.",,yes it has enough to make to zero,0,81
4614,79,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,Yes. You can get the other numbers with two as follows:,1,58
4615,79,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"2+2=4
2+2+2=6
2+2+2+2=8
2+2+2+2+2=10=1
2+2+ 2+2+2+2= 12=3
etc. 
",0,59
4616,79,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"Yes. Under the rule for +9 you can get the other numbers as follows:
2+2=4
2+2+2=6
2+2+2+2=8
2+2+2+2+2=10=1
2+2+2+2+2+2=12=3
etc. 
",1,60
4617,79,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,No. You will not be able to get the other numbers with just 6. ,1,61
4671,80,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"no, because 2 can't make 1,3,4,5,6,7,8 by itself under +9",0,58
4672,80,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"yes, because 3+3 can equal 6 and that would remain 6 under +9",0,59
4673,80,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"no, because it can't produce 1,2,3,4,6,7,8 by itself under +9",0,60
4674,80,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"yes, because 6+3 is 0 under +9, because 6+3=9 and you must subtract 9 from it, making 0.",0,61
4728,81,Is 2 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"Yes. I added 2 to itself multiple times and reached all the numbers 0 through 8. For example, 2+2=4, 2+2+2=6, 2+2+2+2=8, 2+2+2+2+2=1, etc.",1,58
4729,81,Is 3 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No, you can only get 0,3 & 6 by adding 3 to itself: 3=3, 3+3=6, 3+3+3=9(-9)=0.",1,59
4730,81,Is 5 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"Yes. By adding 5 to itself you can make all of the numbers from 0-8. For example, 5=5, 5+5=1, 5+5+5=6, 5+5+5+5=2, etc.",1,60
4731,81,Is 6 a generator under +<sub>9</sub>? Please explain in words how you got your answer.,,"No. You can only make the numbers 0, 3 & 6 from adding 6 to itself.",1,61
